,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
1896,Salvador Ichazo,Torino,Serie_A,1,90,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.088093005,0.088093005
1897,Antonio Mirante,Parma,Serie_A,33,2924,0,0,0,0,0.020266041,0,0,0.000623784,0,GK,0,1,4,1,2.182663552,2.202929593
1898,Nicolò Cherubin,Atalanta,Serie_A,13,1011,0,0,0,0.51779699,0.026887171,0.51779699,0.046094687,0.002393517,0.046094687,D S,3,1,0,0,0.682513272,0.709400443
1899,Diego López,AC Milan,Serie_A,28,2513,0,0,0,0,0,0,0,0,0,GK,0,0,2,1,3.166579191,3.166579191
1900,Walter Bressan,Cesena,Serie_A,1,90,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.015481922,0.015481922
1901,Francesco Renzetti,Cesena,Serie_A,23,1908,0,0,1,0.013117137,2.030550295,0.013117137,0.000618733,0.095780674,0.000618733,D M S,1,21,3,0,3.815004894,3.940767762
1902,Sebastiano Luperto,Napoli,Serie_A,1,5,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0.119159028,0.119159028
1903,Juan Zuñiga,Napoli,Serie_A,7,521,0,0,2,0.399378528,1.024672978,0.399378528,0.068990533,0.177006848,0.068990533,D M S,5,6,0,0,1.277899127,2.350062214
1904,Mário Rui,Empoli,Serie_A,34,2591,0,0,4,0.635274827,2.83871604,0.635274827,0.022066667,0.098604571,0.022066667,D S,26,26,9,0,6.828256046,7.461614845
1905,Lorenzo Ariaudo,Sassuolo,Serie_A,2,180,0,0,0,0,0.091524258,0,0,0.045762129,0,D,0,1,1,0,0.228796348,0.320320606
1906,Pontus Jansson,Torino,Serie_A,9,626,0,0,0,0.595405102,0,0.595405102,0.085601372,0,0.085601372,D S,1,0,1,1,1.297809269,1.297809269
1907,Modibo Diakité,Cagliari,Serie_A,9,717,0,0,0,0.096406476,0,0.096406476,0.012101231,0,0.012101231,D S,3,0,1,1,1.128988311,1.172494233
1908,Nenad Krsticic,Sampdoria,Serie_A,12,266,0,0,0,0.337987103,0.111968861,0.337987103,0.114356538,0.037884201,0.114356538,M S,5,5,0,0,0.78765018,1.175143148
1909,Joaquín Correa,Sampdoria,Serie_A,6,183,0,0,0,0.192582637,0.206369683,0.192582637,0.094712772,0.101493287,0.094712772,M S,6,5,0,0,0.360767812,0.566538904
1910,Mattia Cassani,Parma,Serie_A,18,1139,0,0,0,0.194249927,1.216671567,0.194249927,0.015348985,0.096137349,0.015348985,D M S,6,8,1,0,1.401910044,2.271399338
1911,Christian Abbiati,AC Milan,Serie_A,11,905,0,0,0,0,0,0,0,0,0,GK S,0,0,0,0,0.789872492,0.789872492
1912,Morgan De Sanctis,Roma,Serie_A,35,3150,0,0,1,0,0.015930096,0,0,0.000455146,0,GK,0,1,1,0,2.055688986,2.071619079
1913,Alessandro Longhi,Sassuolo,Serie_A,19,1453,0,0,1,0.443229037,0.861997908,0.443229037,0.027453967,0.05339285,0.027453967,D M S,6,7,2,0,1.961624822,2.933258325
1914,Enzo Maresca,Palermo,Serie_A,19,1187,0,0,0,1.450415558,0.192330426,1.450415558,0.109972536,0.014582762,0.109972536,M S,11,11,2,0,5.039143074,5.746542511
1915,Pierluigi Gollini,Verona,Serie_A,3,270,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.120265307,0.120265307
1916,Eros Pisano,"Palermo,Verona",Serie_A,19,1678,0,0,0,0.315477025,1.599367654,0.315477025,0.016920699,0.085782532,0.016920699,D M,6,14,3,0,3.013781022,3.821367957
1917,Matteo Bianchetti,Empoli,Serie_A,1,3,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
1918,Urby Emanuelson,"Atalanta,Roma",Serie_A,11,451,0,0,2,0.434791073,0.841922373,0.434791073,0.086765403,0.168011116,0.086765403,F M S,8,13,1,0,1.075498722,1.888213787
1919,Pawel Wszolek,Sampdoria,Serie_A,6,225,0,0,1,0.100000724,0.934771001,0.100000724,0.04000029,0.373908401,0.04000029,D S,1,3,1,0,1.202161608,1.583810357
1920,Rômulo,Juventus,Serie_A,4,274,0,0,0,0.065605044,0.08159088,0.065605044,0.021549102,0.026799924,0.021549102,D M S,3,2,0,0,0.540860077,0.646678444
1921,Raman Chibsah,Sassuolo,Serie_A,8,256,0,0,0,0.058402242,0.040544618,0.058402242,0.020532038,0.014253967,0.020532038,M S,3,1,0,0,0.144339558,0.243286412
1922,Nicola Leali,Cesena,Serie_A,28,2459,0,0,0,0,0,0,0,0,0,GK,0,0,0,1,0.487911574,0.487911574
1923,Samuele Longo,Cagliari,Serie_A,27,1048,0,0,0,4.082662361,0.335636145,4.082662361,0.350610317,0.028823715,0.350610317,F S,29,5,4,0,0.832455948,3.945640234
1924,Mauricio,Lazio,Serie_A,15,1171,0,0,1,0.143061155,0.608108968,0.143061155,0.010995307,0.046737666,0.010995307,D S,3,2,7,1,1.724220693,1.748966932
1925,Edson Braafheid,Lazio,Serie_A,16,1039,0,0,1,0.216106509,1.296444451,0.216106509,0.018719524,0.112300289,0.018719524,D S,9,12,1,0,2.422179289,3.645769552
1926,Facundo Roncaglia,Genoa,Serie_A,32,2761,0,0,1,0.470909975,0.937641233,0.470909975,0.015350198,0.030564184,0.015350198,D,20,6,11,2,5.244060463,5.711062719
1927,Iván Piris,Udinese,Serie_A,31,2734,0,0,0,0.162124737,0.920910208,0.162124737,0.005336952,0.030315259,0.005336952,D M,11,15,7,0,4.430453886,5.017588274
1928,Giovanni Pasquale,Udinese,Serie_A,21,1377,0,0,1,0.254278146,1.044629252,0.254278146,0.016619487,0.068276422,0.016619487,D M S,9,11,6,0,2.511336259,3.555896358
1929,Maurizio Domizzi,Udinese,Serie_A,11,798,0,0,0,0.178762116,0.097249929,0.178762116,0.020161141,0.010968037,0.020161141,D S,2,3,1,2,1.48306056,1.58031052
1930,Guilherme,Udinese,Serie_A,34,2743,0,0,3,1.882315757,1.750145857,1.882315757,0.061760269,0.05742367,0.061760269,M S,43,24,4,1,7.429369155,9.520896919
1931,Simone Colombi,Cagliari,Serie_A,3,270,0,0,0,0,0.032774039,0,0,0.01092468,0,GK,0,1,1,0,0.038171813,0.038171813
1932,Fabio Daprelà,Palermo,Serie_A,22,1047,0,0,0,0.058296969,0.941802779,0.058296969,0.005011201,0.080957259,0.005011201,D M S,2,12,3,0,2.538407952,2.89159088
1933,Matteo Brighi,Sassuolo,Serie_A,23,1234,0,0,0,0.453751996,0.416555669,0.453751996,0.033093744,0.030380883,0.033093744,M S,10,9,4,0,1.850691229,2.66874152
1934,Gabriel Silva,Udinese,Serie_A,11,621,0,0,0,0.597683979,0.052721587,0.597683979,0.086620867,0.00764081,0.086620867,M S,5,2,0,0,0.259272235,0.845638104
1935,Gastón Silva,Torino,Serie_A,5,328,0,0,0,0.029117364,0.029612968,0.029117364,0.007989521,0.008125509,0.007989521,D M S,2,1,2,0,0.487182677,0.537353942
1936,Mattia Vitale,Juventus,Serie_A,2,24,0,0,0,0.013423813,0,0.013423813,0.050339297,0,0.050339297,S,1,0,0,0,0,0
1937,Sime Vrsaljko,Sassuolo,Serie_A,21,1569,0,0,3,0.286495571,1.563978142,0.286495571,0.01643378,0.089711939,0.01643378,D M S,14,11,5,1,0.961282581,2.225046249
1938,Leonardo Fontanesi,Sassuolo,Serie_A,3,250,0,0,0,0.013004961,0.031417956,0.013004961,0.004681786,0.011310464,0.004681786,D,1,2,0,0,0.778951138,0.795680314
1939,Mohamed Fares,Verona,Serie_A,1,1,0,0,0,0.114331216,0,0.114331216,10.28980941,0,10.28980941,S,1,0,0,0,0,0.114331216
1940,Ricardo Bagadur,Fiorentina,Serie_A,1,3,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
1941,Zeljko Brkic,Cagliari,Serie_A,21,1890,0,0,1,0,0.083729111,0,0,0.003987101,0,GK,0,1,0,0,0.997773239,1.081502343
1942,Anders Christiansen,Chievo,Serie_A,4,236,0,0,0,0.102070091,0,0.102070091,0.038925035,0,0.038925035,M S,4,0,0,0,0.494134039,0.564957461
1943,Gianpaolo Bellini,Atalanta,Serie_A,15,1284,0,0,0,0.13755477,0.281470287,0.13755477,0.00964169,0.019729226,0.00964169,D,5,6,2,1,1.558812004,1.714282126
1944,Zdravko Kuzmanovic,Inter,Serie_A,14,861,0,0,1,0.868288821,0.799341448,0.868288821,0.090761898,0.083554855,0.090761898,M S,14,20,0,0,2.246223055,3.325996881
1945,Francesco Bardi,Chievo,Serie_A,10,900,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.129331006,0.129331006
1946,Jeremy Broh,Parma,Serie_A,1,8,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0.013800901,0.013800901
1947,Leandro Greco,"Genoa,Verona",Serie_A,25,1609,0,0,1,0.671499308,1.294597281,0.671499308,0.037560558,0.07241377,0.037560558,M S,16,27,8,0,5.51217612,6.435520394
1948,Francesco Bolzoni,Palermo,Serie_A,23,1083,0,0,0,0.35535985,1.017772427,0.35535985,0.029531289,0.084579426,0.029531289,M S,7,9,3,0,3.576647991,4.875064081
1949,Antonio La Gumina,Palermo,Serie_A,1,1,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
1950,Federico Bonazzoli,Inter,Serie_A,4,41,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0.436432768,0.436432768
1951,Salih Ucan,Roma,Serie_A,4,164,0,0,1,0.064033739,0.551994823,0.064033739,0.035140467,0.302923988,0.035140467,M S,2,2,1,0,0.854228348,0.878152519
1952,Samir Ujkani,Palermo,Serie_A,3,270,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.657763124,0.657763124
1953,Andrea Lazzari,Fiorentina,Serie_A,3,83,0,0,0,0.074654602,0.216378987,0.074654602,0.080950773,0.234627817,0.080950773,M S,2,5,0,0,0.154870495,0.382936805
1954,Henrique,Napoli,Serie_A,11,816,0,0,1,0.208020294,0.460860111,0.208020294,0.022943415,0.050830159,0.022943415,D S,4,3,2,1,2.111123166,2.505545354
1955,Rafael Márquez,Verona,Serie_A,26,2217,0,0,1,0.585618174,0.573723027,0.585618174,0.023773404,0.023290515,0.023773404,D,11,13,5,3,4.195454664,4.646446761
1956,Giuseppe Panico,Genoa,Serie_A,1,8,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
1957,Daniele Verde,Roma,Serie_A,7,200,0,0,2,0.747409172,0.722596496,0.747409172,0.336334128,0.325168423,0.336334128,F S,10,4,0,0,0.197832359,1.103162918
1958,Simone Pontisso,Udinese,Serie_A,1,43,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
1959,Igor Bubnjic,Udinese,Serie_A,6,385,0,0,0,0.087747596,0.459158123,0.087747596,0.020512425,0.107335665,0.020512425,D S,2,1,1,0,0.52843065,1.058858933
1960,Francesco Benussi,Verona,Serie_A,16,1422,0,0,1,0,0.05484714,0,0,0.003471338,0,GK S,0,1,1,0,1.836581107,1.891428169
1961,Rubén Pérez,Torino,Serie_A,6,84,0,0,0,0.097659825,0.014934189,0.097659825,0.104635527,0.016000916,0.104635527,S,6,1,2,0,0.41691459,0.507599274
1962,Rene Krhin,Inter,Serie_A,3,28,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0.150160894,0.150160894
1963,Josip Radosevic,Napoli,Serie_A,1,5,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
1964,Antonio Sanabria,Roma,Serie_A,2,33,0,0,0,0,0.080714107,0,0,0.220129382,0,S,0,1,0,0,0.091333769,0.172047876
1965,Daniele Bonera,AC Milan,Serie_A,16,1114,0,0,0,0.21789987,0.059365348,0.21789987,0.017604119,0.004796123,0.017604119,D S,4,3,2,2,1.243960412,1.243960412
1966,Zouhair Feddal,"Palermo,Parma",Serie_A,20,1707,0,0,0,0.936321986,0.160887502,0.936321986,0.049366713,0.008482645,0.049366713,D M S,11,3,4,0,2.201923338,2.916625374
1967,Michael Ciani,Lazio,Serie_A,12,865,0,0,0,0.069258407,0,0.069258407,0.007206077,0,0.007206077,D S,1,0,1,0,0.541140484,0.541140484
1968,Marco Andreolli,Inter,Serie_A,6,446,0,0,0,0.011812444,0.062195601,0.011812444,0.002383677,0.012550682,0.002383677,D S,1,2,0,0,1.997764604,2.059960233
1969,Hugo Almeida,Cesena,Serie_A,10,679,0,0,1,0.440647323,0.497607516,0.440647323,0.058406862,0.065956814,0.058406862,F S,15,3,0,0,0.08511037,0.568373397
1970,Salvatore Bocchetti,AC Milan,Serie_A,9,629,0,0,0,0.108384447,0.094273761,0.108384447,0.015508108,0.013489091,0.015508108,D S,2,1,1,0,1.305871116,1.409614451
1971,Pedro Mendes,Parma,Serie_A,21,1520,0,0,0,0.151484927,0.525521827,0.151484927,0.008969502,0.031116424,0.008969502,D S,9,5,6,0,2.30817463,2.42252339
1972,Lorik Cana,Lazio,Serie_A,17,1340,0,0,0,0.080569794,0.066260654,0.080569794,0.005411404,0.004450342,0.005411404,D S,3,2,6,1,1.015015713,1.033869131
1973,Brayan Perea,Lazio,Serie_A,5,39,0,0,0,0.096082561,0,0.096082561,0.221728986,0,0.221728986,S,1,0,1,0,0,0.096082561
1974,Thomas Mangani,Chievo,Serie_A,1,47,0,0,0,0,0,0,0,0,0,M,0,0,1,0,0.009113184,0.009113184
1975,Joshua Brillante,"Empoli,Fiorentina",Serie_A,3,39,0,0,0,0.9787848,0,0.9787848,2.258734153,0,2.258734153,M S,2,0,0,0,0.008737253,0.987522053
1976,Michele Somma,"Empoli,Roma",Serie_A,2,51,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0.084884189,0.084884189
1977,Luka Djordjevic,Sampdoria,Serie_A,3,94,0,0,0,0.543914258,0.405388296,0.543914258,0.520768971,0.38813773,0.520768971,F S,3,2,0,0,0.353323579,0.868323743
1978,Federico Balzaretti,Roma,Serie_A,1,90,0,0,0,0,0.036984697,0,0,0.036984697,0,D,0,1,0,0,0.05022816,0.05022816
1979,Ashley Cole,Roma,Serie_A,11,990,0,0,0,0.373573758,0.20185461,0.373573758,0.033961251,0.018350419,0.033961251,D,5,4,2,0,4.139218163,4.68149589
1980,Alassane Tambe,Genoa,Serie_A,6,136,0,0,0,0.179180697,0.033418003,0.179180697,0.118575461,0.022114855,0.118575461,D M S,1,1,0,0,0.278396167,0.490994856
1981,Zakarya Bergdich,Genoa,Serie_A,11,751,0,0,0,0.137930114,0.9733612,0.137930114,0.016529574,0.116647814,0.016529574,F M S,3,6,0,0,1.246907488,2.320388613
1982,Rolando Mandragora,Genoa,Serie_A,5,127,0,0,0,0,0.088973768,0,0,0.063052277,0,M S,0,1,0,0,0,0.088973768
1983,Luis Pedro Cavanda,Lazio,Serie_A,16,995,0,0,2,0.427997218,0.744809204,0.427997218,0.038713316,0.067369677,0.038713316,D S,3,9,4,1,3.939226935,4.588351199
1984,Cristian Ledesma,Lazio,Serie_A,13,638,0,0,3,0.088311611,1.309867928,0.088311611,0.012457751,0.184777607,0.012457751,M S,3,15,3,0,2.716257277,2.862354564
1985,Bruno Pereirinha,Lazio,Serie_A,3,162,0,0,0,0,0,0,0,0,0,D S,0,0,0,0,0.105638877,0.105638877
1986,Álvaro González,"Lazio,Torino",Serie_A,8,344,0,0,0,0.178695202,0.45072183,0.178695202,0.046751652,0.117921409,0.046751652,M S,3,10,2,0,1.513056165,1.792293629
1987,Abdelkader Ghezzal,Parma,Serie_A,19,1074,0,0,0,1.20493279,0.162527144,1.20493279,0.100972022,0.013619593,0.100972022,F M S,20,3,0,0,1.20892339,2.452424217
1988,Mirko Esposito,Parma,Serie_A,1,1,0,0,0,0.012456725,0.115409285,0.012456725,1.121105282,10.38683563,1.121105282,S,1,1,0,0,0,0.127866
1989,Alessandro Iacobucci,Parma,Serie_A,7,495,0,0,0,0,0,0,0,0,0,GK S,0,0,0,0,0.256833058,0.256833058
1990,Fabiano Santacroce,Parma,Serie_A,15,1009,0,0,1,0.046341039,0.074614817,0.046341039,0.004133492,0.006655435,0.004133492,D S,1,2,6,0,1.219244838,1.265585879
1991,McDonald Mariga,Parma,Serie_A,9,390,0,0,0,0.31709845,0.095979696,0.31709845,0.073176565,0.022149161,0.073176565,M S,7,3,2,0,0.132358152,0.396148153
1992,Simon Makienok,Palermo,Serie_A,4,49,0,0,0,0.015669923,0,0.015669923,0.028781492,0,0.028781492,S,1,0,0,0,0,0
1993,Claudio Terzi,Palermo,Serie_A,15,1287,0,0,0,0.056269832,0.127443118,0.056269832,0.003934953,0.008912106,0.003934953,D S,1,6,4,0,2.222419279,2.288307356
1994,Francesco Della Rocca,Palermo,Serie_A,5,153,0,0,0,0.189039573,1.149132764,0.189039573,0.111199749,0.675960449,0.111199749,M S,3,6,1,0,0.629855916,1.828606045
1995,João Silva,Palermo,Serie_A,1,27,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0.015239308,0.015239308
1996,Mariano Andújar,Napoli,Serie_A,15,1350,0,0,0,0,0.060178149,0,0,0.004011877,0,GK,0,1,1,0,1.086885651,1.147063811
1997,Walter Gargano,Napoli,Serie_A,24,1498,0,0,1,0.081747046,2.082399868,0.081747046,0.004911371,0.125110807,0.004911371,M S,5,22,6,0,4.701306674,5.504464364
1998,Federico Agliardi,Cesena,Serie_A,10,869,0,0,0,0,0,0,0,0,0,GK S,0,0,0,0,0.245708995,0.245708995
1999,Gabriele Perico,Cesena,Serie_A,21,1546,0,0,0,1.087346521,0.604154672,1.087346521,0.063299603,0.035170712,0.063299603,D S,9,10,7,0,3.130118611,3.696900086
2000,Daniele Capelli,Cesena,Serie_A,30,2505,0,0,0,0.660566531,0.572616016,0.660566531,0.023732929,0.020573031,0.023732929,D S,4,2,11,0,1.980059663,1.980059663
2001,Giuseppe De Feudis,Cesena,Serie_A,25,1924,0,0,0,0.526540659,0.142528877,0.526540659,0.02463028,0.006667151,0.02463028,M S,14,4,6,0,3.297111601,3.867445351
2002,Andrea Tabanelli,Cesena,Serie_A,7,299,0,0,1,0.648990379,0.104483344,0.648990379,0.195348275,0.031449836,0.195348275,M S,10,2,0,0,0.388076033,1.011816107
2003,Riccardo Cazzola,Cesena,Serie_A,5,30,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0.015419403,0.015419403
2004,Gaby Mudingayi,Cesena,Serie_A,9,716,0,0,0,0.133850764,0.013549883,0.133850764,0.016824817,0.001703198,0.016824817,M S,7,1,5,0,1.336200443,1.469593625
2005,Nicola Dalmonte,Cesena,Serie_A,4,111,0,0,0,0.043914203,0,0.043914203,0.03560611,0,0.03560611,M S,2,0,0,0,0.52613958,0.570053779
2006,Luigi Giorgi,Cesena,Serie_A,27,2086,0,0,2,0.300369868,1.86815491,0.300369868,0.01295939,0.080601123,0.01295939,D M S,11,31,9,0,1.95329265,3.578573409
2007,Massimo Volta,Cesena,Serie_A,24,1824,0,0,2,0.257833816,0.706198275,0.257833816,0.012722063,0.03484531,0.012722063,D S,4,6,7,1,1.744428512,1.963043373
2008,Cesare Natali,Sassuolo,Serie_A,3,27,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
2009,Paolo Bianco,Sassuolo,Serie_A,3,133,0,0,0,0,0,0,0,0,0,D S,0,0,2,0,0.529009685,0.529009685
2010,George Puscas,Inter,Serie_A,4,67,0,0,0,0.093695004,0.104740702,0.093695004,0.12585896,0.140696465,0.12585896,F S,2,1,0,0,0,0.198435701
2011,Ezequiel Schelotto,Chievo,Serie_A,29,2136,0,0,0,2.537453232,1.898732182,2.537453232,0.106915164,0.08000276,0.106915164,D M S,29,28,4,0,2.474134634,4.745214684
2012,Rubén Botta,Chievo,Serie_A,21,835,0,0,1,1.360787703,1.189292829,1.360787703,0.146671728,0.128187251,0.146671728,F M S,18,30,5,1,1.283899317,2.981013628
2013,Nicola Pozzi,Parma,Serie_A,3,32,0,0,0,0.186937116,0.137557667,0.186937116,0.525760639,0.386880938,0.525760639,S,2,2,0,0,0.014382813,0.338877592
2014,Alexis Zapata,Udinese,Serie_A,1,5,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
2015,Melker Hallberg,Udinese,Serie_A,4,201,0,0,0,0.028050933,0.146961318,0.028050933,0.012560119,0.065803575,0.012560119,M S,1,3,1,0,0.568348065,0.654459238
2016,Isaac Donkor,Inter,Serie_A,2,112,0,0,0,0.115517385,0,0.115517385,0.09282647,0,0.09282647,D S,1,0,0,1,0.121368051,0.121368051
2017,Marco Marchionni,Sampdoria,Serie_A,1,78,0,0,0,0,0,0,0,0,0,M,0,1,0,0,0.032247189,0.032247189
2018,David Pizarro,Fiorentina,Serie_A,26,1782,0,0,3,0.638717992,1.526247499,0.638717992,0.032258484,0.077083207,0.032258484,M S,20,26,4,0,6.134658296,7.484138612
2019,Constantin Nica,Cesena,Serie_A,8,368,0,0,0,0.042161608,0.099371642,0.042161608,0.010311263,0.024302847,0.010311263,D M S,3,2,2,0,0.298146199,0.32017279
2020,Daniele Galloppa,Parma,Serie_A,17,701,0,0,1,0.200674554,0.410855611,0.200674554,0.025764208,0.052748937,0.025764208,M S,8,11,5,1,1.835505918,2.14608748
2021,Giuseppe Prestia,Parma,Serie_A,1,3,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
2022,Lukas Haraslin,Parma,Serie_A,2,35,0,0,0,0,0.0207162,0,0,0.053270228,0,S,0,1,0,0,0.021781625,0.042497825
2023,Alessandro Agostini,Verona,Serie_A,22,1912,0,0,1,0.130937367,0.847840919,0.130937367,0.00616337,0.03990883,0.00616337,D M S,3,10,4,0,2.29696905,2.940092281
2024,Fernandinho,Verona,Serie_A,6,145,0,0,0,0.045588681,0.147978619,0.045588681,0.028296423,0.091848798,0.028296423,F S,2,2,1,0,0.298854358,0.492421659
2025,Rafael Marques,Verona,Serie_A,18,1258,0,0,0,0,0.093229964,0,0,0.00666987,0,D S,0,4,2,0,1.848761185,1.901622519
2026,Gustavo Campanharo,Verona,Serie_A,15,608,0,0,0,0.254399424,0.564607861,0.254399424,0.03765781,0.083576821,0.03765781,M S,8,3,4,0,2.313224891,3.012105834
2027,Guillermo Rodríguez,Verona,Serie_A,13,1043,0,0,0,0,0.021749787,0,0,0.001876779,0,D S,0,1,4,0,0.587183306,0.587183306
2028,Gian Filippo Felicioli,AC Milan,Serie_A,1,5,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
2029,Alessandro Mastalli,AC Milan,Serie_A,1,13,0,0,0,0.029506724,0,0.029506724,0.204277322,0,0.204277322,S,1,0,0,0,0,0
2030,Rolando Bianchi,Atalanta,Serie_A,21,566,0,0,0,2.04139076,0.673924774,2.04139076,0.324602771,0.107161183,0.324602771,F S,26,10,1,0,0.300632796,2.719711399
2031,Giorgio Frezzolini,Atalanta,Serie_A,1,32,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0.05051722,0.05051722
2032,Lorenzo Rosseti,Atalanta,Serie_A,1,43,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
2033,Cristiano Del Grosso,Atalanta,Serie_A,13,718,0,0,1,0.121799914,0.659226945,0.121799914,0.015267399,0.082632904,0.015267399,D S,3,7,0,0,2.029598029,2.18495442
2034,Giandomenico Mesto,Napoli,Serie_A,7,273,0,0,0,0.028623909,0,0.028623909,0.009436453,0,0.009436453,D S,1,0,1,0,1.304451112,1.33307502
2035,Antonio Balzano,Cagliari,Serie_A,25,1999,0,0,2,0.352346061,1.997612349,0.352346061,0.015863504,0.089937524,0.015863504,D M S,10,21,6,0,4.951046223,5.870347701
2036,Alejandro González,"Cagliari,Verona",Serie_A,12,800,0,0,0,0.040594149,0.068851678,0.040594149,0.004566842,0.007745814,0.004566842,D M S,3,3,3,0,1.781850029,1.827756293
2037,Caio,Cagliari,Serie_A,6,92,0,0,0,0.58318172,0.101266855,0.58318172,0.570503857,0.099065402,0.570503857,S,5,2,0,0,0.496297225,1.150403108
2038,Diego Novaretti,Lazio,Serie_A,5,263,0,0,0,0.137723912,0.019012971,0.137723912,0.047129856,0.00650634,0.047129856,D S,4,1,1,1,0.229088373,0.268723726
2039,Hördur Bjorgvin Magnusson,Cesena,Serie_A,12,996,0,0,0,0.120072993,0.193917837,0.120072993,0.010849969,0.017522696,0.010849969,D M,6,3,1,0,1.413592078,1.569077577
2040,Gabriele Moncini,Cesena,Serie_A,2,15,0,0,0,0.017961355,0,0.017961355,0.10776813,0,0.10776813,S,1,0,0,0,0.082727224,0.100688579
2041,Alessio Cragno,Cagliari,Serie_A,14,1260,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,1.346409442,1.346409442
2042,Lionel Scaloni,Atalanta,Serie_A,3,127,0,0,0,0.023502519,0.097194843,0.023502519,0.016655329,0.068878235,0.016655329,D S,2,2,0,0,0.014482959,0.135180323
2043,Vlada Avramov,Atalanta,Serie_A,1,57,0,0,0,0,0,0,0,0,0,GK,0,0,0,1,0.050729852,0.050729852
2044,Ivan Martic,Verona,Serie_A,16,1031,0,0,1,0.071039937,0.393901008,0.071039937,0.006201352,0.034385151,0.006201352,D M S,1,6,3,0,1.758821722,2.067136809
2045,Davide Di Molfetta,AC Milan,Serie_A,1,1,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0.256632507,0.256632507
2046,Francesco Pisano,Cagliari,Serie_A,13,868,0,0,0,0.083421893,0.934015989,0.083421893,0.008649735,0.096844976,0.008649735,D S,1,6,1,0,1.124917023,1.694017317
2047,Simone Rosso,Torino,Serie_A,2,32,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
2048,Salvatore Masiello,Torino,Serie_A,1,41,0,0,0,0.069590814,0,0.069590814,0.152760324,0,0.152760324,S,1,1,0,0,0,0.069590814
2049,Josef Husbauer,Cagliari,Serie_A,2,19,0,0,0,0.016598422,0,0.016598422,0.078624105,0,0.078624105,S,1,0,0,0,0.079488896,0.096087322
2050,Gaston Camara,Inter,Serie_A,2,4,0,0,0,0,0.035989564,0,0,0.809765188,0,S,0,1,0,0,0,0.035989564
2051,Michael Essien,AC Milan,Serie_A,13,677,0,0,0,0.082305782,0.074811505,0.082305782,0.010941685,0.0099454,0.010941685,M S,5,3,1,1,2.501505444,2.623580316
2052,Cristian Rodríguez,Parma,Serie_A,5,447,0,0,0,0.497889495,0.602171266,0.497889495,0.100246207,0.121242537,0.100246207,F M,13,8,0,1,0.352560733,1.216641255
2053,Simone Benedetti,Cagliari,Serie_A,5,328,0,0,1,0,0.457170904,0,0,0.125443236,0,D S,0,1,2,0,0.10117697,0.10117697
2054,Jean-François Gillet,Torino,Serie_A,12,1080,0,0,0,0,0.074154407,0,0,0.006179534,0,GK,0,2,0,0,0.920591973,0.942554265
2055,Sebastian Giovinco,Juventus,Serie_A,7,186,0,0,0,0.932379553,0.431373565,0.932379553,0.451151397,0.208729144,0.451151397,F S,20,5,0,0,0.434626944,1.244849257
2056,Nicola Bellomo,Chievo,Serie_A,5,71,0,0,1,0.097136306,0.624703698,0.097136306,0.123130528,0.791877927,0.123130528,S,2,4,0,0,0.045498583,0.558114011
2057,Lucas Souza,Parma,Serie_A,3,190,0,0,0,0.201372683,0,0.201372683,0.09538706,0,0.09538706,M S,5,0,0,0,0.07979193,0.262441345
2058,Nenê,Verona,Serie_A,8,325,0,0,0,2.838003792,0.068461433,2.838003792,0.785908742,0.018958551,0.785908742,F S,17,3,1,0,0.157870998,2.296119735
2059,Salvatore Molina,Atalanta,Serie_A,4,176,0,0,0,0.081581332,0.083689287,0.081581332,0.041717726,0.042795658,0.041717726,M S,2,3,1,0,0.015249196,0.150764979
2060,Soufiane Bidaoui,Parma,Serie_A,4,129,0,0,0,0.091655761,0.106256422,0.091655761,0.06394588,0.074132387,0.06394588,F S,1,2,1,0,0.762228221,0.960140429
